src_ip,dst_ip,src_port,dst_port,protocol,timestamp,packets,bytes,duration_ms,flags,failed_conn_info,label
172.16.0.1,192.168.10.50,52562,80,TCP,2017-07-05T00:08:59Z,13,11943,171.949,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52602,80,TCP,2017-07-05T00:08:59Z,13,11901,182.004,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52642,80,TCP,2017-07-05T00:08:59Z,15,12279,379.985,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52682,80,TCP,2017-07-05T00:08:59Z,16,11949,198.034,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52722,80,TCP,2017-07-05T00:08:59Z,15,11905,189.012,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52762,80,TCP,2017-07-05T00:08:59Z,14,11928,191.001,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52804,80,TCP,2017-07-05T00:09:00Z,12,11964,207.963,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52842,80,TCP,2017-07-05T00:09:00Z,14,11989,204.959,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52882,80,TCP,2017-07-05T00:09:00Z,12,11923,192.968,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52924,80,TCP,2017-07-05T00:09:00Z,17,11933,197.94,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52962,80,TCP,2017-07-05T00:09:00Z,13,11962,179.042,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53002,80,TCP,2017-07-05T00:09:00Z,16,12329,381.032,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53042,80,TCP,2017-07-05T00:09:00Z,14,11935,175.996,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53080,80,TCP,2017-07-05T00:09:00Z,14,11937,173.993,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53120,80,TCP,2017-07-05T00:09:00Z,14,11941,156.992,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53158,80,TCP,2017-07-05T00:09:00Z,18,11935,3017.669,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53202,80,TCP,2017-07-05T00:09:00Z,14,11950,158.025,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53242,80,TCP,2017-07-05T00:09:00Z,14,11904,167.996,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53284,80,TCP,2017-07-05T00:09:00Z,15,11941,184.069,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53322,80,TCP,2017-07-05T00:09:01Z,17,12767,1078.955,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53362,80,TCP,2017-07-05T00:09:01Z,13,11943,183.08,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53402,80,TCP,2017-07-05T00:09:01Z,12,11907,185.996,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53442,80,TCP,2017-07-05T00:09:01Z,15,11970,209.025,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53480,80,TCP,2017-07-05T00:09:01Z,19,11946,1243.997,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53524,80,TCP,2017-07-05T00:09:01Z,15,12273,408.016,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53566,80,TCP,2017-07-05T00:09:01Z,16,11900,225.978,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53604,80,TCP,2017-07-05T00:09:01Z,15,11941,222.969,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53642,80,TCP,2017-07-05T00:09:01Z,13,11923,211.015,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53682,80,TCP,2017-07-05T00:09:01Z,15,12477,685.902,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53722,80,TCP,2017-07-05T00:09:01Z,14,11918,221.002,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53762,80,TCP,2017-07-05T00:09:01Z,15,11889,209.0,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53802,80,TCP,2017-07-05T00:09:02Z,15,12241,416.997,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53842,80,TCP,2017-07-05T00:09:02Z,13,12219,396.148,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53882,80,TCP,2017-07-05T00:09:02Z,17,11952,1038.973,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53922,80,TCP,2017-07-05T00:09:02Z,13,11969,193.951,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,53962,80,TCP,2017-07-05T00:09:02Z,12,11949,179.981,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54002,80,TCP,2017-07-05T00:09:02Z,16,11882,1003.968,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54042,80,TCP,2017-07-05T00:09:02Z,13,11950,166.013,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54082,80,TCP,2017-07-05T00:09:02Z,13,11918,170.988,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54124,80,TCP,2017-07-05T00:09:02Z,16,11915,190.001,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54162,80,TCP,2017-07-05T00:09:02Z,17,12011,1008.983,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54200,80,TCP,2017-07-05T00:09:02Z,15,11958,193.015,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54240,80,TCP,2017-07-05T00:09:02Z,15,11924,206.009,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54280,80,TCP,2017-07-05T00:09:02Z,15,11941,201.015,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,37394,80,TCP,2017-07-05T00:09:03Z,13,12011,211.003,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54356,80,TCP,2017-07-05T00:09:03Z,14,11957,229.044,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54392,80,TCP,2017-07-05T00:09:03Z,13,12315,423.99,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54436,80,TCP,2017-07-05T00:09:03Z,13,11919,235.963,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54470,80,TCP,2017-07-05T00:09:03Z,13,11997,220.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54512,80,TCP,2017-07-05T00:09:03Z,13,11922,208.965,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54552,80,TCP,2017-07-05T00:09:03Z,14,11900,234.947,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54592,80,TCP,2017-07-05T00:09:03Z,16,12786,551.039,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54632,80,TCP,2017-07-05T00:09:03Z,11,11995,188.997,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54672,80,TCP,2017-07-05T00:09:03Z,13,11884,209.96,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54706,80,TCP,2017-07-05T00:09:03Z,14,11951,204.038,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54744,80,TCP,2017-07-05T00:09:03Z,13,11900,211.96,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54786,80,TCP,2017-07-05T00:09:04Z,16,11945,276.955,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54816,80,TCP,2017-07-05T00:09:04Z,13,11922,261.041,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54858,80,TCP,2017-07-05T00:09:04Z,14,11938,270.988,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54898,80,TCP,2017-07-05T00:09:04Z,15,11948,268.999,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54938,80,TCP,2017-07-05T00:09:04Z,16,11940,107.981,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,54978,80,TCP,2017-07-05T00:09:04Z,15,11934,112.975,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55016,80,TCP,2017-07-05T00:09:04Z,12,11932,134.961,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55058,80,TCP,2017-07-05T00:09:04Z,13,11960,169.007,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55098,80,TCP,2017-07-05T00:09:04Z,15,11911,16077.511,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55138,80,TCP,2017-07-05T00:09:04Z,16,12687,624.987,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55178,80,TCP,2017-07-05T00:09:04Z,14,12705,606.931,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55218,80,TCP,2017-07-05T00:09:04Z,16,12570,16602.568,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55258,80,TCP,2017-07-05T00:09:04Z,17,12231,415.951,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55298,80,TCP,2017-07-05T00:09:05Z,14,11904,181.975,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55336,80,TCP,2017-07-05T00:09:05Z,18,13039,1026.984,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55378,80,TCP,2017-07-05T00:09:05Z,14,11919,188.959,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55418,80,TCP,2017-07-05T00:09:05Z,15,11886,212.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55460,80,TCP,2017-07-05T00:09:05Z,15,12203,402.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55498,80,TCP,2017-07-05T00:09:05Z,14,11996,179.991,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55536,80,TCP,2017-07-05T00:09:05Z,23,13520,17813.517,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55576,80,TCP,2017-07-05T00:09:05Z,15,11943,215.046,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55620,80,TCP,2017-07-05T00:09:05Z,15,11948,32224.1,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55658,80,TCP,2017-07-05T00:09:05Z,15,11950,2.893,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55698,80,TCP,2017-07-05T00:09:05Z,13,11968,17.995,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55738,80,TCP,2017-07-05T00:09:05Z,13,11973,17.998,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55778,80,TCP,2017-07-05T00:09:06Z,13,11947,18.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55818,80,TCP,2017-07-05T00:09:06Z,15,11965,29.0,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55858,80,TCP,2017-07-05T00:09:06Z,13,11965,20.096,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55900,80,TCP,2017-07-05T00:09:06Z,16,11928,62.2,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55938,80,TCP,2017-07-05T00:09:06Z,15,11991,73.058,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,55978,80,TCP,2017-07-05T00:09:06Z,15,11943,42.927,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56018,80,TCP,2017-07-05T00:09:06Z,15,11960,59.931,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56058,80,TCP,2017-07-05T00:09:06Z,14,11952,41.013,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56096,80,TCP,2017-07-05T00:09:06Z,16,11947,29.989,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56138,80,TCP,2017-07-05T00:09:06Z,16,11892,32.005,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56166,80,TCP,2017-07-05T00:09:06Z,13,11937,29.978,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,51952,80,TCP,2017-07-05T00:09:06Z,15,12004,181.984,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56210,80,TCP,2017-07-05T00:09:06Z,14,11963,41.989,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56234,80,TCP,2017-07-05T00:09:07Z,15,11949,42.986,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56256,80,TCP,2017-07-05T00:09:07Z,14,11935,35.988,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52002,80,TCP,2017-07-05T00:09:07Z,14,11951,162.975,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52022,80,TCP,2017-07-05T00:09:07Z,12,11932,163.995,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56312,80,TCP,2017-07-05T00:09:07Z,14,11946,35.009,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56338,80,TCP,2017-07-05T00:09:07Z,16,11939,45.019,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52092,80,TCP,2017-07-05T00:09:07Z,17,11924,174.987,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52106,80,TCP,2017-07-05T00:09:07Z,14,11950,167.984,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56412,80,TCP,2017-07-05T00:09:07Z,13,11929,53.996,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52136,80,TCP,2017-07-05T00:09:07Z,16,11949,172.004,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52160,80,TCP,2017-07-05T00:09:07Z,14,11922,179.989,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52174,80,TCP,2017-07-05T00:09:07Z,18,11898,3017.489,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56504,80,TCP,2017-07-05T00:09:08Z,14,11944,52.042,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56534,80,TCP,2017-07-05T00:09:08Z,13,11906,53.997,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56554,80,TCP,2017-07-05T00:09:08Z,14,11970,81.059,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56578,80,TCP,2017-07-05T00:09:08Z,18,11965,82.012,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52248,80,TCP,2017-07-05T00:09:08Z,18,11886,3020.459,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52270,80,TCP,2017-07-05T00:09:08Z,11,11942,164.0,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56660,80,TCP,2017-07-05T00:09:08Z,15,11968,76.99,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52294,80,TCP,2017-07-05T00:09:08Z,15,12307,403.027,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52334,80,TCP,2017-07-05T00:09:08Z,14,11965,176.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56716,80,TCP,2017-07-05T00:09:08Z,14,11924,84.962,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56732,80,TCP,2017-07-05T00:09:08Z,12,11969,77.976,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56772,80,TCP,2017-07-05T00:09:08Z,14,11926,80.975,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52368,80,TCP,2017-07-05T00:09:08Z,14,12293,391.955,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52374,80,TCP,2017-07-05T00:09:09Z,15,11920,181.996,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56876,80,TCP,2017-07-05T00:09:09Z,13,11952,72.994,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56916,80,TCP,2017-07-05T00:09:09Z,14,11991,75.0,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56954,80,TCP,2017-07-05T00:09:09Z,13,11905,74.004,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,56992,80,TCP,2017-07-05T00:09:09Z,14,12006,73.978,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,52390,80,TCP,2017-07-05T00:09:09Z,15,12007,192.991,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57060,80,TCP,2017-07-05T00:09:09Z,14,11949,82.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57098,80,TCP,2017-07-05T00:09:09Z,14,11913,81.021,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
192.168.10.14,52.84.33.9,52125,443,TCP,2017-07-05T00:09:09Z,25,5320,117526.698,"SYN,ACK,PSH",CLEAN,BENIGN
172.16.0.1,192.168.10.50,57686,80,TCP,2017-07-05T00:09:09Z,13,11926,86.993,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57726,80,TCP,2017-07-05T00:09:09Z,16,11901,99.005,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57764,80,TCP,2017-07-05T00:09:09Z,14,11947,88.995,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57802,80,TCP,2017-07-05T00:09:10Z,12,11934,90.977,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57838,80,TCP,2017-07-05T00:09:10Z,14,11947,102.987,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57120,80,TCP,2017-07-05T00:09:10Z,14,11968,94.025,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57124,80,TCP,2017-07-05T00:09:10Z,14,11916,93.999,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57184,80,TCP,2017-07-05T00:09:10Z,13,11967,91.988,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57916,80,TCP,2017-07-05T00:09:10Z,13,11959,91.963,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57934,80,TCP,2017-07-05T00:09:10Z,14,11904,106.036,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57242,80,TCP,2017-07-05T00:09:10Z,15,11965,94.007,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57268,80,TCP,2017-07-05T00:09:10Z,14,11978,84.998,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57990,80,TCP,2017-07-05T00:09:10Z,15,11964,110.991,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57310,80,TCP,2017-07-05T00:09:10Z,12,11939,82.992,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57320,80,TCP,2017-07-05T00:09:10Z,13,11923,84.984,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58046,80,TCP,2017-07-05T00:09:10Z,15,11972,95.949,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57362,80,TCP,2017-07-05T00:09:11Z,15,11917,95.008,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57390,80,TCP,2017-07-05T00:09:11Z,16,11941,97.977,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58102,80,TCP,2017-07-05T00:09:11Z,12,11965,110.986,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57428,80,TCP,2017-07-05T00:09:11Z,14,11967,85.968,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57446,80,TCP,2017-07-05T00:09:11Z,12,11972,90.026,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58158,80,TCP,2017-07-05T00:09:11Z,14,11977,134.998,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58184,80,TCP,2017-07-05T00:09:11Z,16,11922,151.964,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58200,80,TCP,2017-07-05T00:09:11Z,15,11961,151.999,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57510,80,TCP,2017-07-05T00:09:11Z,16,11938,93.001,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,57526,80,TCP,2017-07-05T00:09:11Z,16,11972,89.975,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58292,80,TCP,2017-07-05T00:09:11Z,16,12010,1215.955,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58334,80,TCP,2017-07-05T00:09:11Z,14,11895,170.958,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58374,80,TCP,2017-07-05T00:09:12Z,13,11961,168.023,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58414,80,TCP,2017-07-05T00:09:12Z,14,11939,166.995,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58454,80,TCP,2017-07-05T00:09:12Z,14,11950,184.976,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58492,80,TCP,2017-07-05T00:09:12Z,16,11917,1143.024,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58532,80,TCP,2017-07-05T00:09:12Z,16,11942,1110.977,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
172.16.0.1,192.168.10.50,58572,80,TCP,2017-07-05T00:09:12Z,15,11946,169.002,"SYN,ACK,FIN,RST,PSH",RST_ABORT,DoS_Hulk
